link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1)
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,2,2000,47,502.0,14.498069611002975,-0.7765078185828813,48.95573690874934,856.6,11.551714808865729,0.3795966731441879,112.23961101210602,1359.4,199.82139376841448
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,600,47,15.8,36.23335337341878,-2.6422983484505638,0.0,538.8,48.26112490363924,-0.12833089695501787,0.0,555.0,0.6944379151811042
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,800,47,31.6,35.85392002253928,-3.131251406960602,0.0,701.2,46.89392844870499,-0.09603525656852337,0.0013655761024182085,733.2,1.055951762849152
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,1000,47,51.8,34.91524586474161,-4.0921147279046455,0.0,866.4,44.68986089710172,-0.16876794008038098,0.0015542857142857192,918.0,1.7289612087573853
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,1200,47,108.6,30.55371184228406,-4.686300250409772,0.0,1004.0,39.89633044064031,-0.12975840884518827,0.08660558929772567,1113.8,4.009152138054403
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,1500,47,456.4,16.104413943357056,-1.6191198379312624,8.414853567045112,883.6,14.740754242051832,0.3190691546921368,35.49640056781596,1338.2,81.50205560625017
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,1800,47,447.2,16.0603515915055,-1.2285894503922519,40.478735680606285,906.0,13.310228337457335,0.630083599912475,93.62211980758322,1353.6,181.60986294048874
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,3,2000,47,459.8,15.910438577340907,-1.149012477095196,44.79609864749506,893.8,12.819705566081236,0.49897960958123766,104.40362898104574,1354.6,193.93922733527674
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,600,47,15.6,36.60491583089414,-2.1394504652268354,0.0,539.0,48.2504817410693,-0.12002824712226559,0.0,555.0,0.6982724120152539
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,800,47,31.2,35.62306801437465,-3.0690499475885913,0.0,701.6,46.85484788381466,-0.09011180775787546,0.00034090909090909115,733.2,1.0953670906052504
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,1000,47,49.8,34.60330983857701,-4.024111348977227,0.0,868.4,44.74970105240323,-0.09991641478562507,0.0017497713790693564,918.2,1.7192957642628055
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,1200,47,101.8,31.050178407101278,-4.632508301613754,0.0,1010.8,40.110618042562635,-0.053095303626359155,0.027125930398087993,1113.6,3.801209293022908
11 : AV-WZ-0.6SRF-0.75RF,0,0.01,0.9,0.1,4,1500,47,400.6,17.045895458554792,-1.9954123470284455,7.845120620692195,934.8,17.23915478196978,0.3419601775372261,30.20461326952532,1334.0,74.98172530941997
