Summary Group , Total, unclassified,crossing,rear end,lane change
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_158.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_159.trj,3,0,0,3,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_160.trj,1,0,0,0,1
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_161.trj,3,0,0,3,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_162.trj,41,0,0,41,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_163.trj,58,0,0,52,6
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_164.trj,20,0,0,20,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_165.trj,42,0,0,40,2
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_166.trj,673,0,0,621,52
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_167.trj,682,0,0,606,76
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_168.trj,587,0,0,526,61
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_169.trj,679,0,0,603,76
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_170.trj,661,0,0,585,76
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_171.trj,664,0,0,601,63
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_172.trj,591,0,0,523,68
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_173.trj,656,0,0,584,72
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_174.trj,809,0,0,734,75
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_175.trj,639,0,0,564,75
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_195.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_196.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_197.trj,38,0,0,37,1
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_198.trj,68,0,0,58,10
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_199.trj,7,0,0,7,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_SRF_0.4\AV_Lane_Change_Compliance_Ablation_200.trj,5,0,0,5,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_201.trj,458,0,0,392,66
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_202.trj,594,0,0,500,94
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_203.trj,500,0,1,415,84
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_204.trj,529,0,0,457,72
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_205.trj,483,0,0,406,77
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_206.trj,626,0,0,553,73
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_207.trj,495,0,0,413,82
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_208.trj,592,0,0,502,90
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_209.trj,488,0,0,415,73
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_210.trj,560,0,0,465,95
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_231.trj,4,0,0,4,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_232.trj,38,0,0,36,2
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_233.trj,37,0,0,33,4
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_234.trj,4,0,0,4,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_235.trj,9,0,0,9,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_236.trj,503,0,0,430,73
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_237.trj,534,0,0,465,69
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_238.trj,451,0,0,369,82
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_239.trj,485,0,0,413,72
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_240.trj,563,0,0,481,82
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_241.trj,520,0,0,432,88
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_242.trj,493,0,0,410,83
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_243.trj,563,0,0,491,72
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_244.trj,486,0,0,391,95
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_245.trj,534,0,0,450,84
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_267.trj,46,0,0,43,3
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_268.trj,49,0,0,47,2
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_269.trj,2,0,0,2,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_270.trj,3,0,0,0,3
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_271.trj,292,0,0,238,54
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_272.trj,311,0,0,262,49
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_273.trj,294,0,0,251,43
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_274.trj,249,0,0,204,45
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_275.trj,303,0,0,245,58
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_276.trj,278,0,2,218,58
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_277.trj,340,0,0,289,51
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_278.trj,300,0,0,243,57
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_279.trj,312,0,0,249,63
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_280.trj,273,0,0,209,64
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_282.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_291.trj,2,0,0,2,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_293.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_294.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_296.trj,1,0,0,1,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_297.trj,3,0,0,3,0
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_298.trj,4,0,0,3,1
Unfiltered-E:\E_Derive_COM Basic Commands\AV_sample_data_1\AV_Lane_Change_Compliance_Ablation_300.trj,5,0,0,5,0

