link_behav,MPR(0),MPR(1),Car(0),Car(1),dist_distr,volume,num_seed,VehsDC(1),SpeedDC(1),AccelerationDC(1),QueueDelayDC(1),VehsDC(2),SpeedDC(2),AccelerationDC(2),QueueDelayDC(2),VehsDelay(1),VehDelayDelay(1),,,
7 : AV-WZ,0.19,0.01,0.6,0.2,6,1200,47,32,31.82037311,-3.551136941,0,1081.2,43.23791856,0.553315077,0,1113.6,3.746444194,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,6,1500,47,219.2,20.85839372,-2.340372018,0.943045383,1140,26.29794254,0.831906768,10.31925208,1355.6,38.77925807,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,6,1800,47,430.6,13.44728942,-1.143057994,13.2115214,909.4,12.05209708,0.36889079,100.0237766,1336.4,182.1917943,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,6,2000,47,409.2,14.44788726,-1.253302334,14.7502609,935,12.790613,0.431356819,108.2470327,1344.6,189.9871956,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,600,47,7,35.59152907,-2.233452851,0,547.4,49.99199145,0.202248097,0,555,0.749711122,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,800,47,11.8,35.99558579,-2.93964526,0,721.4,49.09710322,0.162140601,0,733.4,1.013775043,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,1000,47,19.2,34.36796848,-3.395880168,0,899,47.25232279,0.277947282,0,918.8,1.659091574,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,1200,47,40,32.02812901,-3.170636089,0,1073,43.38135918,0.441394996,0,1113.6,3.548913273,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,1500,47,244,19.6764107,-2.372180707,1.340266531,1105.2,25.14375646,0.623884651,13.91777058,1345,43.66322736,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,1800,47,444.8,12.54663971,-0.919567739,16.48311511,879.6,11.40513559,0.344711819,114.53493,1320.8,190.8242154,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,7,2000,47,414,14.76706179,-1.117458102,14.36816244,939,12.58458602,0.424456447,100.7211471,1352.2,185.2013072,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,600,47,6.2,35.64692236,-1.045004406,0,548.4,50.30595387,0.130918879,0,555,0.778180805,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,800,47,7.8,36.32941704,-2.970981816,0,725.4,49.40123495,0.210110688,0,733.4,1.075563299,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,1000,47,16.2,36.0594794,-3.208882138,0,902,47.45352529,0.353360224,0.000361582,918.8,1.864798688,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,1200,47,29,32.74066756,-3.188501343,0,1083.8,44.29979779,0.522020957,0.000272727,1113.2,3.893963207,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,1500,47,126.4,25.23065163,-3.126237716,0,1254.4,30.49665466,1.285215678,2.795978403,1379.8,29.74723644,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,1800,47,252.8,20.63014561,-2.389010277,4.631350625,1147.8,19.26116981,1.035236598,46.96491224,1401,134.3169128,,,
7 : AV-WZ,0.19,0.01,0.6,0.2,8,2000,47,255.8,19.97271569,-2.119364934,6.222146939,1128,18.63480961,0.988931099,56.18273648,1383.2,146.0109875,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,600,47,11.6,36.98052576,-2.215337921,0,543,54.69231936,-0.791909546,0,554.8,0.386139834,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,800,47,19,37.28035541,-1.770771276,0,714.2,53.98636137,-0.753098623,0,733,0.480717934,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,1000,47,31,35.18931095,-3.86649774,0,887,52.98272562,-0.750280396,0,918.8,0.660320308,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,1200,47,53.2,34.47899385,-4.92453172,0,1059,51.22148793,-0.843462788,0.000236233,1113.2,1.091789461,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,1500,47,136.8,28.78663242,-5.52353018,0.422759088,1249,45.4016124,-1.243012867,0.102387153,1383.8,3.698713052,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,1800,47,616.6,7.639312865,-0.689874171,38.78199179,959,13.37885062,-0.125405394,45.44035575,1571.8,93.45141556,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,1,2000,47,669.6,6.277979037,-0.223635663,111.4631909,889.6,9.031935462,0.173346013,145.1840503,1558.4,224.9695522,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,600,47,5.4,36.43125362,-3.985910517,0,549.2,53.55262488,-0.17521554,0,554.8,0.373854273,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,800,47,9,37.28526947,-1.388874145,0,724.2,52.97404438,-0.179217664,0,733,0.451242061,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,1000,47,16.4,36.12284215,-3.221296908,0,901.6,52.01636019,-0.239756298,0,918.8,0.659844059,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,1200,47,26.2,34.10880956,-5.154485951,0,1086.2,50.412702,-0.317011419,0,1113.4,1.049276775,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,1500,47,59,33.22572551,-5.144083738,0,1326.6,46.83536973,-0.418491423,0.00856524,1384,2.15562821,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,1800,47,383,15.68429843,-2.994356211,14.55125811,1229.2,25.11215861,-0.238371304,18.03684119,1608.6,44.85849524,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,2,2000,47,626,6.662557995,-0.411340953,68.15254511,953.6,11.18020537,0.148148854,130.8574467,1575.2,198.5582011,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,600,47,5,36.15585312,-3.906950024,0,549.6,53.48214009,-0.136059293,0,554.8,0.391709856,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,800,47,8.2,37.49240597,-0.604283461,0,725,52.83638534,-0.141729194,0,733,0.473519862,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,1000,47,14.2,35.59403543,-3.712744696,0,903.8,51.78507026,-0.192193285,0,918.8,0.727615405,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,1200,47,22.2,34.8373937,-4.494955793,0,1090.2,50.44318511,-0.165565793,0.000269542,1113.4,1.042258304,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,1500,47,52.8,32.44346728,-5.498897724,0,1333,46.6974963,-0.295804573,0.000250737,1384.4,2.33311535,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,1800,47,344.2,16.05904447,-2.784354273,12.56262178,1269,28.23902091,-0.187459825,16.1113513,1608.4,39.87071491,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,3,2000,47,636.2,6.850022271,-0.358521637,61.17839314,940.4,10.99177697,0.158670405,135.7890536,1574.4,200.7650115,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,600,47,5.2,36.23360972,-3.871626564,0,549.4,53.47763173,-0.136961866,0,554.8,0.387065368,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,800,47,7.8,37.69527136,-0.08408736,0,725.4,52.83302077,-0.141958597,0,733,0.473143445,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,1000,47,13.2,35.87859445,-4.121888202,0,904.8,51.7266193,-0.144422797,0,918.8,0.734379131,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,1200,47,20.2,34.41411218,-5.319529905,0,1092.2,50.26208282,-0.161422856,0.000521114,1113.4,1.094574452,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,1500,47,50.2,32.0344076,-5.336559374,0,1335.6,46.39236053,-0.249616438,0.001977052,1384.4,2.426878839,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,1800,47,305.6,17.33099883,-3.510454578,10.82482099,1322.6,29.42788901,-0.02799077,9.081165595,1624,30.35327417,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,4,2000,47,661,6.578734192,-0.333462792,58.41668111,907.6,9.063853832,0.185066681,143.9583616,1566,207.6936053,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,600,47,3.2,36.01837741,-3.226103068,0,551.4,53.24955417,0.052953913,0,554.8,0.3671065,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,800,47,5.4,37.15304587,-0.460490407,0,727.8,52.53116129,0.028616143,0,733,0.50150458,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,1000,47,7.8,35.73015305,-3.145244078,0,910.2,51.55193881,0.038455454,0,918.8,0.750221023,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,1200,47,15,34.47466495,-4.705877672,0,1097.6,50.03593438,0.025653824,0,1113.4,1.133735726,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,1500,47,33.8,33.86999455,-4.088848208,0,1351.8,46.82017366,-0.045831937,0,1384.6,2.181386347,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,1800,47,278.4,17.93527203,-3.081594717,12.14367439,1341.8,30.58250217,0.223676476,10.29894535,1616.6,32.14066347,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,5,2000,47,627.8,6.755764984,-0.292874805,61.00657705,944.4,11.42413999,0.21268901,135.894137,1567.6,202.3214285,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,600,47,2,35.71564228,0.596905261,0,552.6,53.3967385,0.034041228,0,554.8,0.474151435,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,800,47,3.6,35.39105138,-3.216558439,0,729.6,52.60247256,-0.003151597,0,733,0.648911822,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,1000,47,6.4,37.19584012,-2.65285912,0,911.6,51.71445498,0.123341223,0,918.8,0.895761916,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,1200,47,11.4,35.31064731,-4.257141282,0,1101.6,50.33636205,0.151862004,0,1113.2,1.312923325,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,1500,47,26.8,34.54149383,-4.324571848,0,1359.2,47.40612889,0.246879826,0,1384.2,2.496241971,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,1800,47,81,29.83929287,-4.589832137,0,1572.2,39.57214449,0.62407788,0.090690067,1653.2,7.693711169,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,6,2000,47,350.2,16.1264838,-1.95969394,12.94744132,1378.6,22.76304958,0.661161807,32.46278897,1725,76.63289338,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,600,47,2.2,35.45123357,0.150918155,0,552.4,53.39304801,0.030969132,0,554.8,0.471141804,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,800,47,4.2,35.21171442,-4.057330364,0,729,52.58068446,-0.003839052,0,733,0.643489435,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,1000,47,8.4,35.89444072,-4.431548568,0,909.6,51.65668505,0.099772841,0,918.8,0.91340741,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,1200,47,15,35.58513907,-4.023721022,0,1097.8,50.34195168,0.124642014,0,1113.2,1.288374912,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,1500,47,32.2,34.45879814,-4.145478934,0,1353.8,47.04741198,0.120492267,0.000480699,1384.2,2.428853173,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,1800,47,102,29.18396187,-4.692912951,0,1552.4,38.35971287,0.348595995,0.098205439,1654,8.614765406,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,7,2000,47,387.4,15.89115737,-2.239269711,15.36090893,1339.6,19.52370132,0.508010315,34.77148843,1724,85.48425064,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,600,47,3,36.37569484,0.823514831,0,551.8,53.48201381,-0.011276087,0,554.8,0.498324767,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,800,47,3.8,36.10025638,-2.538207931,0,729.4,52.81665294,-0.005862082,0,733,0.68108996,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,1000,47,4.8,36.95616059,-2.179199562,0,913.2,51.78165916,0.029623233,0,918.8,0.981883858,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,1200,47,9,35.59911878,-4.135673078,0,1104,50.61135936,0.084188357,0,1113.4,1.376931359,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,1500,47,19,34.38782404,-4.509499207,0,1366.6,47.78420828,0.203807835,0.001100652,1384.6,2.583527766,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,1800,47,57.2,31.84143561,-4.017291242,0,1595.6,41.18470389,0.70595794,0.005210893,1653.2,7.463591313,,,
7 : AV-WZ,0.49,0.01,0.48,0.02,8,2000,47,178.4,24.98415057,-3.181917285,0.220952191,1621.2,30.16627614,1.036269648,7.305851614,1798.8,39.87140329,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,600,47,13.8,36.20649515,-3.615623355,0,540.8,54.21059865,-0.715617762,0,554.6,0.501808071,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,800,47,20.8,36.57744756,-2.417787091,0,712.2,53.5895537,-0.643776001,0,733,0.578277963,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,1000,47,40.6,34.62098916,-4.233629332,0,877.6,51.89008075,-0.750580165,0.000409091,919,0.962575482,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,1200,47,72.6,32.82355427,-5.331483378,0,1039.6,49.60163711,-0.873251167,0.005020057,1113.2,1.744001019,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,1500,47,265.2,22.22564993,-4.725787841,3.71304255,1120.8,36.59462915,-1.024829602,2.189974651,1385,12.89174863,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,1800,47,628.4,6.177547239,-0.145675528,92.84153693,826.2,8.108482451,0.077480324,126.3632694,1454,200.7349096,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,1,2000,47,640.4,6.183979746,-0.149056524,117.9271617,816.2,7.726530215,0.051022791,173.4706297,1456.8,251.5907162,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,600,47,7,36.36777617,-5.753216635,0,547.6,53.30827594,-0.156430844,0,554.8,0.43819949,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,800,47,9.8,37.20355332,-3.383533161,0,723.2,52.60171833,-0.182092122,0,733,0.537902295,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,1000,47,18.4,35.94852959,-3.339684976,0,899.8,51.43964359,-0.233634569,0,918.8,0.780638235,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,1200,47,35,33.40045279,-5.15852132,0,1077.4,49.44440101,-0.326272678,0.001016334,1113.4,1.387631514,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,1500,47,127.2,25.51305327,-5.156510131,1.011110489,1258.6,40.51043412,-0.480390986,0.629914918,1384.2,7.31821443,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,1800,47,553.2,8.560811958,-0.81299701,49.02874994,939.4,11.34520392,-0.003847503,90.47823726,1489.4,145.3011277,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,2,2000,47,610.8,6.407459863,-0.212956852,74.38882815,864.6,8.5700237,0.164934475,164.6273045,1473.4,235.3897064,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,600,47,7.6,35.01981568,-6.3424963,0,547,53.181591,-0.141502187,0,554.8,0.488773014,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,800,47,9.8,37.11949689,-3.59072205,0,723.2,52.60723891,-0.150782961,0,733,0.550365179,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,1000,47,15.8,34.62216781,-4.414882686,0,902.4,51.16064995,-0.184136915,0,918.8,0.872413319,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,1200,47,29.4,33.99914557,-4.944353241,0,1083,49.25089455,-0.263433479,0,1113.4,1.374099517,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,1500,47,85.8,29.01951202,-5.240458819,0.139716312,1300.2,42.55382251,-0.264921734,0.213641053,1384.6,4.93667671,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,1800,47,596,7.230841764,-0.466308301,47.78211686,877.8,9.247946683,0.13555802,108.2819536,1471.4,168.7740905,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,3,2000,47,615.6,6.445133793,-0.145777129,68.04801302,852.6,8.355658418,0.130105977,165.89093,1466.4,234.949994,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,600,47,7.2,35.53527293,-5.138059271,0,547.4,53.28240774,-0.112052373,0,554.8,0.446624348,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,800,47,9.8,36.93368542,-3.199568913,0,723.2,52.61631997,-0.15775715,0,733,0.541738451,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,1000,47,13.8,35.3525964,-3.508927985,0,904.4,51.30855809,-0.136500944,0,918.8,0.82030114,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,1200,47,29,34.00298191,-4.980954957,0,1083.4,49.32365467,-0.264146152,0,1113.4,1.355837995,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,1500,47,86.2,28.18390865,-4.96883721,0.911052632,1299.8,42.41687492,-0.183621597,0.344535036,1384.6,5.447730871,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,1800,47,568.2,7.629739624,-0.542511399,47.54532275,918.4,11.58024274,0.097872604,94.23682562,1482,156.1766925,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,4,2000,47,633,6.332027428,-0.211125586,68.81436383,833.4,7.572992325,0.115609403,170.0417038,1463.6,235.5583621,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,600,47,4.2,34.65542753,-5.860990345,0,550.4,53.12554205,0.073798496,0,554.8,0.408082857,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,800,47,6.2,35.6850896,-2.812797753,0,726.8,52.39391594,0.032978252,0,733.2,0.549240589,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,1000,47,7.8,36.2286006,-2.311864689,0,910.4,51.31962662,0.070351666,0,918.8,0.809441701,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,1200,47,19.2,33.47519168,-4.8353741,0,1093.2,49.17658564,-0.035331392,0,1113.2,1.437986731,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,1500,47,57.2,29.99014478,-4.722233133,0,1328,43.62331841,0.071458908,0.122280755,1384,4.223571307,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,1800,47,554,8.196306531,-0.727884952,41.62725117,940.2,12.74374636,0.273387495,86.17345606,1488.4,143.8500624,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,5,2000,47,625,6.365916365,-0.259426539,63.47664496,839.6,8.107150996,0.10841865,171.7840139,1462.2,236.8460222,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,600,47,2.8,34.17391466,-4.255505048,0,551.6,53.23754284,0.033279779,0,554.8,0.531219585,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,800,47,4.8,36.24112905,-3.786158268,0,728.2,52.44932737,0.054773,0,733.2,0.744328159,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,1000,47,6.2,36.40900077,-2.687446672,0,912,51.43632077,0.114302946,0,918.8,0.998557781,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,1200,47,11.4,34.28883205,-5.115210778,0,1101.4,49.47633749,0.166241157,0,1113,1.6042954,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,1500,47,35.4,31.31400854,-4.657715133,0,1350.4,44.88165216,0.311186978,0.048930163,1384.6,4.127402496,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,1800,47,190.4,21.12506012,-2.642877642,10.89051017,1411.8,31.02032113,0.537874406,16.34250197,1599.4,41.77889381,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,6,2000,47,542.4,8.005000901,-0.486420575,45.53991425,971.4,10.82060718,0.36027785,133.6711405,1509.2,207.8015179,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,600,47,3,34.35825526,-3.875529101,0,551.4,53.2496694,0.021589539,0,554.8,0.51918757,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,800,47,5.4,35.35819675,-3.846837062,0,727.6,52.41226937,0.0396984,0,733.2,0.7384098,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1000,47,7.4,35.71726379,-3.024990141,0,910.8,51.4415971,0.075808039,0,918.8,0.980697053,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1200,47,14,33.53343899,-4.76760686,0,1098.6,49.44278677,0.099151102,0,1113,1.579076555,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1500,47,40.4,32.01285448,-5.004667917,0,1345.2,44.82237567,0.237103497,0.000629213,1384.2,3.725297493,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,1800,47,219.8,20.28716556,-2.774422913,9.365305494,1383.8,28.94427324,0.533738305,15.50402094,1602,44.54828242,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,7,2000,47,530.6,8.037106153,-0.527573324,43.4161762,981.4,11.2310138,0.370298153,130.9415681,1507.2,203.4821699,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,600,47,2.8,35.26223547,-3.146641958,0,551.8,53.38244171,0.014916794,0,554.8,0.555723478,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,800,47,4.6,35.54280608,-4.261536987,0,728.4,52.50644317,-0.007575477,0,733.2,0.802122415,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1000,47,7,36.49167127,-3.26555722,0,911.2,51.52502185,0.105735559,0,918.8,1.103025876,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1200,47,10.6,34.4575905,-2.825581605,0,1102.2,49.75990369,0.204567044,0,1113.2,1.75047249,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1500,47,28,33.35691847,-3.503814653,0,1358.2,45.7177371,0.401780717,0.00014556,1385.2,3.811980189,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,1800,47,133.4,25.85539473,-3.080954436,0.200668269,1500.6,33.08596124,0.912757844,5.195468038,1632.2,28.57693837,,,
7 : AV-WZ,0.49,0.01,0.4,0.1,8,2000,47,460.2,9.962933329,-0.7405694,24.53185309,1093.8,14.57696484,0.576091631,95.29442803,1548.4,170.6171953,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,600,47,18,35.45639081,-5.476870916,0,536.8,53.74682574,-0.594594283,0,554.6,0.632097515,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,800,47,30.6,34.65616468,-4.09538299,0,702.4,53.03768146,-0.593302917,0.000282885,733.2,0.777581255,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1000,47,50.6,33.81902531,-5.487117625,0,867.4,51.00748425,-0.763082093,0,918.6,1.224538312,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1200,47,106.4,31.31577992,-5.169502813,0.030728477,1006,47.30386217,-1.046021555,0.019598206,1113.4,2.697889261,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1500,47,431.2,13.64522024,-2.785646988,13.89902621,928.8,21.61296732,-0.746417166,13.79544541,1355.6,41.34908734,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,1800,47,584.2,6.175213196,-0.109686753,117.0406581,788.6,7.890535046,0.070058518,152.0257666,1371,236.8755332,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,1,2000,47,589.4,6.146748951,-0.148614761,132.058086,780.6,7.67495353,0.143304408,179.0053226,1370.8,265.789027,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,600,47,11,35.51787374,-6.152719536,0,543.8,52.98122462,-0.146822422,0,554.8,0.54286855,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,800,47,13.8,34.01334707,-6.104386364,0,719.2,52.14462454,-0.162305378,0,733.2,0.683014217,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1000,47,25.8,34.67793342,-4.870414738,0,892.4,50.5965882,-0.272101634,0,918.8,1.031261389,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1200,47,46,33.23933031,-4.371186928,0,1066.8,48.30562616,-0.405367438,0.003943045,1113.6,1.736589214,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1500,47,206.6,19.01408183,-3.775169153,2.56504451,1176.2,33.5972982,-0.393483122,2.770459032,1382.2,15.82977755,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,1800,47,566.6,6.431255905,-0.149332832,73.38669165,813.4,7.818282348,0.140398145,154.5448135,1377.6,226.4486867,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,2,2000,47,578.6,6.260218374,-0.179588079,80.70489561,803.6,7.501559854,0.138595541,177.6330928,1380.6,250.9707869,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,600,47,10.8,34.76968125,-6.303091875,0,544,52.80765627,-0.140819264,0,554.8,0.58728569,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,800,47,12,35.08131882,-5.026911929,0,721,52.2400862,-0.132734543,0,733.4,0.639966296,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1000,47,19.2,35.00863807,-5.426158035,0,899,50.69041297,-0.247373982,0,918.6,0.993671794,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1200,47,39.2,32.21954807,-5.637102142,0,1073.6,48.1561499,-0.272443017,0.003908018,1113.6,1.851657214,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1500,47,164.6,22.65518868,-4.378452464,3.928131661,1215,36.59574324,-0.273693096,2.963746788,1377.8,14.12485273,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,1800,47,567.8,6.781733439,-0.302914741,65.45270965,816.6,8.323679654,0.121659512,144.7776507,1381.6,215.6753956,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,3,2000,47,582.6,6.29709497,-0.105085294,78.50800958,793,7.394142311,0.06687694,178.8402917,1374.4,252.1825783,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,600,47,10.2,35.13020285,-6.396197808,0,544.6,52.88446326,-0.119205545,0,554.8,0.562116201,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,800,47,12.4,35.07206486,-5.078856411,0,720.6,52.23414487,-0.119945356,0,733.4,0.644690343,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1000,47,19,35.09495805,-4.569598215,0,899.2,50.78702781,-0.168583341,0,918.6,0.968920712,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1200,47,36.6,32.81886152,-5.39482749,0,1076.2,48.50086179,-0.271421643,0,1113.6,1.665461448,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1500,47,151.2,24.12496672,-4.599491508,1.855508897,1230.8,37.74108448,-0.306900186,1.480898782,1380.8,11.37348129,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,1800,47,565.8,6.659782224,-0.27448295,71.24275687,817.4,8.262899213,0.067553256,149.3471818,1379.2,219.1429318,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,4,2000,47,570.8,6.287084406,-0.037848684,83.44341179,802.4,8.111526248,0.171269439,180.8850031,1371,254.3395137,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,600,47,6.6,35.48678836,-5.727333815,0,548.2,52.88883017,0.051017516,0,554.8,0.481878394,,,
7 : AV-WZ,0.49,0.01,0.3,0.2,5,800,47,8.8,34.91239998,-4.526726092,0,724.2,52.07628505,0.006096185,0,733.4,0.6434285,,,
